	α15.2,α46.4,α48.4,α51.5,α51.6,α20.4,α15.2.1,α46.4.1,α48.4.1,α51.5.1,α51.6.1,α20.4.1
bSNP1300,0.0090736989599486,0.0169449065844327,-0.0069310398007773,0.0106994646505529,0.0135041567072922,-0.0106763167784871,9.6594110234438e-05,0.0632962968682377,0.0119407117952625,0.0234937714294725,0.0183258691542549,0.006087233974413
bSNP1301,0.0612171483434468,0.0507512197745442,0.0583045547762285,0.0384281269694009,0.0825166728519559,-0.0099800034112649,0.0664057328937031,0.0652737143807405,0.0851503192884414,0.0528007480289768,0.0718798320145973,0.0018490138592058
bSNP1314,0.0913002476792814,0.0382758947530175,0.0557148597127432,0.286086494450375,0.266420791226291,0.0129653539119155,0.0588150714964461,0.0602387951197171,0.0547302535417421,0.278450913845283,0.239055170014303,0.009103643467871
bSNP1316,0.0219470360533059,0.011905934378949,0.005597797180044,0.0178632629915623,0.0707407525131572,0.0093090022731797,0.0377133907044958,0.0327992179159405,0.0310875624006303,0.0134037001887297,0.0550118910298906,0.0124098357729335
bSNP1318,0.101992655912498,0.0787983480859235,0.109014695049368,0.0639405627173802,0.100885390263387,0.0332104115282445,0.0808026621657673,0.0812126307455991,0.0832970119108378,0.0829349567592014,0.102213274740288,0.0024525947059238
bSNP1321,0.0730107746887617,0.0223972586303768,0.0070204509677614,0.027739207906702,-0.0131936352706953,0.0404884708069014,0.0680851014414143,0.0292806769363752,-0.0292902743085083,-0.0027225283922196,0.0289124672099561,-0.0028570266089413
bSNP1330,0.0010307737238606,0.0288633722386884,-0.0528585444881855,0.0252009716111439,-0.0311377290455228,-0.0179891430496383,0.0086195903475627,0.0441479406417962,0.0052775711319282,0.0388812981380414,0.0250378858445458,-0.000305214960168109
bSNP1335,0.0278755863133906,0.0225109692292994,0.0242124009327023,0.0211642233027666,0.0336465511252008,-0.006880518920413,0.0349550072012332,0.0327375123634985,0.0321179499809026,0.0320901760342582,0.0274972462382198,0.0208741121254849
bSNP1340,0.0524213128339388,0.0292701124011489,0.0316816100747138,0.017383491102801,0.0343228866467775,-0.0089163764303856,0.0318394218901515,0.0358917543170559,0.0430999078993675,0.0288724561191969,0.041085339901193,-0.0123233226999865
bSNP1341,0.878120678634171,0.844104562495189,0.464491558651861,0.343053254131815,0.0527059536320015,0.0196946843276302,0.900719805667379,0.903758382969195,0.353639315761936,0.269288808450774,0.0293340615083287,-0.0025068109076404
bSNP1351,0.739464171147116,0.869885252867046,0.423146241270401,0.487722390413106,0.232777300528899,0.0193077233709532,0.568056038137181,0.713264517350169,0.361030984587188,0.238517938326895,0.300934546957017,0.0250019147248048
bSNP1358,0.0442767246013371,0.0149486027202554,0.0317845553764878,0.014456351134612,0.0629542487757102,-0.0021825548732217,0.0523518638510575,0.0391056450795446,0.0810753281575699,0.0266853904849776,0.0620128065247367,0.0178898169050496
bSNP1359,-0.0495172926205065,-0.023678615384046,-0.0587940033287361,-0.0055484000136949,-0.0399122266788731,-0.0057832488232949,-0.0069942491699233,0.0398715565514007,-0.0304368715534342,0.0341346595240001,-0.0069717232812067,0.001651412965822
bSNP1364,0.132564971123485,0.237899766313784,0.107769412263876,0.231526903167734,0.108091532514057,-0.0189800863421674,0.11415988159739,0.195667189657041,0.117235606298942,0.227158467679288,0.117288928341557,0.0030090105080063
bSNP1366,-0.118372470481274,-0.0227066887226885,-0.0294810264303442,0.0070459071955354,-0.0071666298768611,0.0410675345226179,-0.0879823656364133,0.0240308208613285,-0.0080039952540496,0.0012093298484222,0.0569180354793327,0.0790894450244947
bSNP1368,0.0367158791922455,0.0466600760960839,0.0516092836402871,0.0046929723520546,0.0269128316028516,0.0569490598009728,0.0261531504543883,0.0629948307446445,0.0595060357456325,0.0399301405669401,0.0830030403275375,0.0070671122090099
bSNP1371,0.0105764210292884,0.840419041194929,0.87219140362964,0.880968929560672,0.863116547428012,-0.0102194927713725,0.0110924213734199,0.846927993763387,0.854809765271458,0.893931541214974,0.912548551668746,0.0041612222907014
bSNP1372,-0.0120532288788346,0.0131151473615721,-0.0028004474755392,-0.0102894765853707,0.0284253236945815,-0.0084755143162513,0.0136304179090954,0.038019536537333,0.0320158341736186,0.0341380948747308,0.0155752136494995,0.0286425686639262
bSNP1375,0.0383333527920436,0.0098548718726587,0.0348519229052746,0.0192116001743747,0.0500701380962619,-0.0173569116484682,0.0582275124997803,0.0255931881275173,0.05185467231739,0.0317043123632468,0.0526192697021795,0.0068222453056461
bSNP1377,0.211779712667112,0.23772504906395,0.212553063310407,0.059387381218637,0.0782026469436121,-0.0072076545827726,0.219911529326328,0.259738499596777,0.259350149484457,0.0623512738182794,0.07418083617115,-0.0126612653475512
bSNP1378,0.446582437333495,0.512097561750819,0.372868086276778,0.0112448410606409,0.0506807947140798,0.0444964202488591,0.468321716264781,0.553363222758504,0.300626390653593,0.0216688332879467,0.0586305238662245,0.0119104980987764
bSNP1386,0.172027104995684,0.196338123620202,0.196327773020733,0.1709334860373,0.114223382047697,-0.0362083681734086,0.125046421932624,0.252690796317755,0.218757425669636,0.173540305612535,0.114717943096334,-0.0097502878284418
bSNP1389,0.346270024742701,0.0396828253056331,0.0264230754790912,0.0318854063408557,0.0464742360576823,-0.0065930821391444,0.346939042925845,0.0228753173743044,0.0457956673219703,0.0398739532429178,0.0552731877240613,0.0083230035324923
bSNP1392,0.0378112609438129,0.533302374622695,0.248962058961872,0.225657121485844,0.311637763725556,-0.0115919842307852,0.055837253022506,0.749254024563485,0.279163588940226,0.256419588241517,0.294622298568882,-0.0106693386377958
bSNP1393,0.0133283171106434,0.0355547273112207,0.0122056689362602,0.0100969828099292,0.0190564456484164,0.182014435702044,0.0201420202911796,0.0395774748254755,0.0286032307156703,0.0429626951761993,0.0238390848291978,0.18018380337495
bSNP1395,0.0205867904889799,0.0224223748059357,0.0141049389778074,0.0209544280693019,0.0311731732414465,-0.0150958748929284,0.0393242654921146,0.0373564213797782,0.028077730881211,0.0270083444132538,0.0584379752317237,0.0204762880154764
bSNP1398,0.878485239419989,0.275581460613275,0.18677591130294,0.554759588162086,0.486881544788316,0.0166533376328423,0.902276364880216,0.313868154645067,0.274806630728363,0.566475974961419,0.379062697628951,-0.0285903263651001
bSNP1402,0.0082057562198059,0.0265010364530166,0.0329372907487217,0.0028673725686064,0.0311372424450991,-0.0190193038207306,0.0180566405142142,0.0362399803367218,0.0355508691149805,0.0130066789156746,0.0549448145393689,0.0068404788740097
bSNP1403,0.87216997502746,0.266127750270871,0.28364358111483,0.16686668828659,0.209757406257901,-0.0412726974632871,0.892098916643929,0.236588783981266,0.236383869119336,0.129551451003134,0.199627477571174,0.0193691888056274
bSNP1407,0.0566420973760474,0.0142847702264317,0.0496479943853019,0.0080905478766178,0.0447873228599228,-0.0126517898101696,0.0542799644468087,0.0236411731153031,0.0536222416109002,0.0276781872742426,0.0586164777098446,-0.0018924893741294
bSNP1408,0.688212155358918,0.877350783422726,0.405643713530344,0.445415840363841,0.432893039681911,-0.0206587407762572,0.555424360357264,0.463834494166344,0.38149190812461,0.362201649261263,0.34694646096651,-0.0079441636354957
bSNP1410,0.0946110331592913,0.0237454911560592,0.0850181973890091,0.277519978498778,0.272540856214667,0.0118661389765252,0.0868697429800441,0.0358789946239086,0.0854519568149115,0.239855509619882,0.251733261854633,0.0147054743665787
bSNP1413,0.0568060431963761,0.0781268407707416,0.0843315090102191,0.278703319676957,0.648048370111085,-0.0018824693805388,0.0648454752143102,0.0569078254365063,0.0693169795750175,0.603923472050963,0.580070040669706,-0.0221856687829329
bSNP1415,0.0835626408508185,0.207741747357576,0.116071048107191,0.243149647751407,0.539754312611647,0.0056220533923251,0.0478110761240935,0.0975606615114356,0.0895768927274693,0.9137243717088,0.645903776809185,0.0184087989895715
bSNP1417,0.0302855266631945,0.0759293999728781,0.0406829721735664,0.309357375140668,0.64921289591999,-0.0089557729878233,0.0265726741772495,0.05369652813737,0.0372575716151374,0.400928348445685,0.515179637938306,-0.0219939516777218
bSNP1426,0.852413691972965,0.876616617903451,0.84471605422169,0.882477971690753,0.859095162403997,-0.0057667497289377,0.880110727683957,0.916288319714984,0.87523602428914,0.918087415577433,0.887477361929347,0.0432736283542289
bSNP1427,0.0564816155972387,0.0175586768239578,0.0495812629476865,0.0018556420215487,0.0895970085034255,-0.0017992352026212,0.0710452642297319,0.0291201161059841,0.0427368073264876,0.0074092062205596,0.0652375946218823,0.0438575121296849
bSNP1429,0.0402388381051126,0.0291208248800708,0.0373022797824226,0.0142673315548109,0.0401704686174726,0.0086511876257706,0.0380357178871044,0.0298109184569704,0.0441907219515927,0.0384372437627492,0.0597390041470797,-0.0042262021698296
bSNP1430,0.0816859294917893,0.0311416059365104,0.0660652481125575,-0.0102057149795717,0.0539614711152086,0.0581526914720037,0.0896555317473629,0.0530014980887538,0.0992435120423329,0.0218637894637929,0.0888393859172193,0.113988764229275
bSNP1431,0.520530122557105,0.398331036889126,0.353218758509033,0.62189700481091,0.45992824910847,-0.0043609041395855,0.83540404309682,0.413674601575636,0.400299193811158,0.554645196905821,0.345705112335881,0.0197917292930291
bSNP1434,0.101921145883219,0.0082465296882778,0.0973069281182675,0.0026923088142022,0.101600351259784,-0.0118148177655035,0.0974892496438261,0.0132531327760989,0.0960789026915565,0.0224029103917136,0.101964723396972,0.0120115844831931
bSNP1438,0.0955596322631006,0.0226489900479376,0.0846860502410467,0.0163333836324428,0.0915450387785168,-0.0089080804120718,0.0874421499064467,0.0311009875632585,0.0899710022944297,0.030127230334554,0.0932148073300238,0.0202235574018091
bSNP1440,0.0345722532262039,0.0268741963385252,0.0479084129354481,0.0125691469677461,0.0624586900379321,-0.019204499540333,0.0819170421144284,0.0497231990501614,0.0751144711112637,0.0279092708233159,0.0810560626691618,-0.000238035449104501
bSNP1444,0.209810060779967,0.139570594479703,0.151531074042737,0.125206271966973,0.157893990685507,-0.0296814687653066,0.280790419898029,0.183139181287383,0.179251776137646,0.17722950252521,0.199806260126772,-0.0123220750196462
bSNP1445,0.0108611067777908,0.0160124685901474,0.0129360779730863,0.0162517177250504,0.0407866670387048,-0.0137700284787569,0.0264299870415182,0.025310726336826,0.0403146214655765,0.0365479274596829,0.0419482077529437,0.054190685110262
bSNP1446,0.0445728750065095,0.0226721534596316,0.0553521942320908,0.0245461068811986,0.0615994530827703,-0.0046357376937944,0.0456092542125681,0.0345977486367278,0.0538132263625104,0.0260152286102313,0.07391528184942,0.003204215593477
bSNP1447,0.0422246341034178,0.0200526662071498,0.0607508222003975,0.0113160959412121,0.0564781480932979,-0.0214709340257384,0.0476405562881325,0.012324622110142,0.0347903722635771,0.0230429211244267,0.0672964576437815,0.0020269244035012
bSNP1449,0.0357647698014605,0.0090904733228606,0.0338555025511331,0.0019097649888585,0.0693585310878533,-0.0171955844501803,0.0589926374275451,0.0270436040325532,0.0569709853676348,0.0248245895556646,0.0802097931857382,0.0041539842558322
bSNP1450,0.0028760781121113,0.450672237476343,0.277744526232826,0.293927625250937,0.330147504026128,-0.0034155141185421,0.0759769869111179,0.489094858264864,0.298296275286082,0.318022347095012,0.369392217372987,-0.0143419811442708
bSNP1452,0.0509857825493782,0.0271878811245382,0.040545418949708,0.0086658517252131,0.0409822434980241,0.452536268490414,0.0523373936963509,0.0332138579500393,0.0538149960496155,0.0291300690457116,0.0930846253099162,0.684528575723103
bSNP1456,0.0620893316433444,0.0191163964512319,0.0701366056582581,0.0233821050180008,0.074582840604401,-0.0205213975664129,0.0715959722195719,0.0122053713561787,0.058435127505914,0.0159645319291582,0.0524724594468269,0.069638649397159
bSNP1457,0.0617029119332733,0.0376709213923688,0.0491525118545229,0.0156103702409856,0.119455582587693,0.0436141919123612,0.0576808798734239,0.0370475325641254,0.0576849025876198,0.038911814884488,0.221634503713066,0.0270226293150847
bSNP1458,0.0878148216799292,0.0454664570284069,0.0496565603842832,0.0380714813255593,0.0567517032701428,-0.0184954259220126,0.111442056576495,0.0409547492708227,0.0639857886239284,0.0429970172207073,0.0528208106959995,0.0057685933178087
bSNP1459,0.0255214693041649,0.0199827936937491,0.0318472462330482,0.0079486543648007,0.0575750621211273,0.0170347642695092,0.0416033141765566,0.0267936671011534,0.0463064549147321,0.0319950486291571,0.0583791507866992,0.0207304600075847
bSNP1460,0.868104998329657,0.29388264101696,0.381000972859622,-0.008075013112428,0.0479877638634904,-0.0268648553985895,0.902756657353219,0.357117209071008,0.429507363222107,0.0443953291769746,0.0834966280051184,-0.0133775046312181
bSNP1463,0.0283665236355156,0.0291885897382839,0.0370388299326361,0.0054365908576634,0.0474568050926772,-0.0209528058022563,0.0358888561335555,0.0225211251001216,0.0374239829090883,0.0279037551683184,0.0500613904753863,0.0120734424679527
bSNP1472,-0.0149610552673264,0.0126262945095769,-0.011317661749052,-0.0454316160265806,0.0074239560302674,-0.0156200220165476,0.0373246616364167,0.039628379398935,0.0264655879064876,0.0270182066262965,0.0396948408973809,0.0289453722902818
bSNP1474,0.0200998745355048,0.0067008815714577,0.0048793289036788,0.000990970207450092,0.01276799385189,0.0089622792589368,0.041948409824708,0.0207885826720179,0.0186388358577246,0.0405781623717167,0.0324626595093896,0.0261090327957325
bSNP1475,0.30108335198142,0.0865666228090183,0.078827382869332,0.116796591618541,0.118305971316477,0.0050765255799971,0.221177601320132,0.112349329774542,0.117074058705224,0.118380560325375,0.0955314094885876,0.0054537210081079
bSNP1476,-0.0106300021914171,0.0294625461311495,-0.0125830347185158,0.0321343267906933,0.0153287637709635,-0.0054322370770381,-0.0113110063986037,0.0220581498898373,-0.0067995260910946,0.0404596137298206,-0.0172858994031697,-0.0109790651188019
bSNP1477,-0.0378075839437117,0.0046947023129666,-0.0453700671885104,0.0092807808920668,-0.0393292185292162,0.010897514633281,-0.0300772467720664,0.0327745999353893,-0.0328330345613543,0.0222550263757883,-0.0092217200559088,0.0135958447751527
bSNP1478,0.0037477069529315,0.0335137063820778,0.0106156711893456,0.0323804779750065,0.0309199246628242,-0.0176648000176882,0.0101981638898137,0.0254382926962026,0.0049453825365054,0.0364841667047514,0.0205471560256008,0.0261218758286613
bSNP1479,0.0154534195639335,0.025582190970867,-0.0161865613379557,0.0111180244795471,0.0231581920263267,-0.0265323172738285,0.0400562710406474,0.032790826016648,0.018098427569986,0.0206976617353337,0.0278972279515912,-0.0195267356708266
bSNP1483,0.0263279111645745,0.0044881421853512,-0.0108522622665541,0.0015742231735093,0.037834870205165,-0.0192011040767265,0.0271946345631874,0.0092204852144029,0.0323579435644734,0.0117218855999461,0.0441752750534165,-0.0165113846389506
bSNP1484,0.109094818315831,0.0422800788429958,0.0303087641826117,0.0491460727332141,0.0582997459046227,-0.0248807245660065,0.124270886867417,0.0705745244627242,0.0268227841113785,0.0627830881094015,0.05534798910235,-0.0058580662037137
bSNP1486,-0.0171673093738609,0.0091442468337598,-0.0182231934739032,0.0037844087596029,0.0213794168221019,0.0049334489597908,-0.0094758239385477,0.0130476719513777,-0.0189951454114418,0.0161776998591419,0.0136660075877642,0.0072630085406198
bSNP1487,0.0079717560979901,0.0173524488601234,-0.000467633275043732,-0.000977859502886202,0.0365000405485305,-0.0067379487894494,0.0031491144152991,0.0278614599707804,0.0021398417929888,0.014162892989091,0.023828297481212,0.0112293117692552
bSNP1492,-0.0177358871161137,-0.0167287432751086,-0.0297417299976416,-0.0191310637319339,0.0086816985329052,-0.0180036843104809,0.0151222154250676,0.0259930357834502,0.0113314998683315,0.0262978885812604,0.0379452128776756,0.0137169204567855
bSNP1494,-0.0106208066102206,0.0119247818990795,-0.0329661780630132,0.0070652829167345,0.0158296416031449,-0.0016322547381697,-0.0167501662988385,0.0310892344520467,-0.0105243556206322,0.0095052259513049,0.0192484958171775,0.0141953455855524
bSNP1495,0.0507918420990299,0.0398092098397476,0.045465601960517,0.0454285954184296,0.109700484701543,0.0113673093088014,0.0310877615860596,0.0420842180437609,-0.0085774466918242,0.016814273958001,0.032117029319283,0.0244385541440719
bSNP1499,0.0454347888934316,0.0284374033937541,0.0409163754676127,0.0256638998410845,0.0636650978365949,-0.0232719958622771,0.0044571732682886,0.020053790891797,0.0182873078435221,-0.0024417162800902,0.0450742929780191,-0.0131173753340239
bSNP1502,0.0609532363110433,0.0091296140494299,0.0602858803419709,-0.0015870080982844,0.0853395711980035,-0.0041436009396733,0.0848908785209738,0.0236743199189247,0.0683665732122275,0.0325714911240734,0.108193637947228,0.0043004245009602
bSNP1505,0.0677347868758792,0.0126306807384625,0.0667824344235367,0.0103727245624734,0.0858122608640654,0.0031619578249074,0.0513847030555819,-0.0073045121357149,0.0600440711318931,-0.0032428639540025,0.094959269167706,0.0215806202938945
bSNP1508,0.0175620966673264,0.0500184041352997,0.0433073844682445,0.0396235031344441,0.0211800501284203,-0.0097097587699117,0.0409845499066875,0.0545586162859471,0.0262086793215365,0.0455051749881795,0.0145485555657277,-0.0206589837250323
bSNP1511,0.0386418105137208,0.036482477499291,0.0264046363144419,0.0243218645902479,0.0525063318536657,0.0099387692933142,0.0480785114070256,0.0405350663022009,0.0411695611830605,0.0330188197011775,0.0439155109255375,0.0288282447306424
bSNP1514,0.0240775693752894,0.0474764355458721,0.0452770816185639,0.0286272099494778,0.0557646998750712,0.0085611215835877,0.0241738989076901,0.0418862143370106,0.0237456415574496,0.0306381435177111,0.0162819081684854,0.0088829768584451
bSNP1523,0.0308623485969553,0.0458744434092563,0.036352806636889,0.0318170293723362,0.0393651996500593,0.0325604579388214,0.044425589115708,0.0547821610514035,0.0440093646324412,0.0400656695112664,0.0388824050950019,0.0126478600028577
bSNP1527,0.0275082677630391,0.0305379092015526,0.0406617675538005,0.0177544593463333,0.0460084807554226,-0.0015431453808329,0.0522026092210348,0.0336557414944701,0.0473426570024088,0.0287382356090405,0.056320540211343,-0.000157559503700221
bSNP1532,0.0682096631848017,0.060271636735188,0.0765983753550929,0.0521372862349295,0.0790892128010104,-0.0096786687102214,0.044925705677588,0.0581864610503501,0.0360700675289487,0.0237394222820205,0.0611406837352763,0.0285612355663601
bSNP1535,0.0464351943064311,0.0247369868284994,0.0469933843605613,0.0147668295592406,0.050082583985396,0.0132065969391782,0.0312526353453986,0.0731767295931279,0.0339410283741905,0.0320510443975584,0.0451077002123267,0.0111901514966454
bSNP1538,0.0625288156321074,0.0676264309238741,0.0855483555744437,0.046939147970914,0.100037574912021,-0.0034569908655497,0.0475675431753476,0.0451979721060923,0.0324590450735169,0.0106678613399548,0.040502058410314,0.031463451389181
bSNP1539,0.446018249329114,0.247412886151731,0.224153371433249,0.810321168110095,0.510341316270424,0.0097525431157109,0.359412799250685,0.170817045732207,0.165635294583862,0.448215262144346,0.249468469826599,-0.0032053875399136
bSNP1543,0.0831365602690301,0.0462835228194629,0.0574434121766004,0.477945787613956,0.652765293391999,-0.0457108662147112,0.0622454584202726,0.0346946400117157,0.0202644945740783,0.735139673446818,0.848030724640265,-0.0144248104056095
bSNP1545,0.0055258218203099,0.0465195599294369,0.0294536710393326,0.0280920515039498,0.0112893427076692,0.0194958715975933,-0.0289020873470227,0.0471463261439069,-0.0177946619911018,0.0295591469478311,0.0035466625335441,0.0245542218233265
bSNP1552,0.0257223519574167,0.0351672764988032,0.0284957605534971,0.0293661918215595,0.0120476490970886,-0.029302013760325,0.0185852247125368,0.035652255744821,0.0263534681664334,0.0226567464843854,0.0408359492244065,-0.0158329978374631
bSNP1553,0.0165337562997824,0.0170370785968569,-0.0267727432345608,0.0265672561817256,-0.0148333391123851,0.0318681499091307,-0.000889934242204626,0.0358960308558072,-0.0160744584251888,0.0177091254752058,0.0196789140412291,-0.0156079986586246
bSNP1557,0.0313047895430754,0.034674705244053,0.0441156619491414,0.0348014214529648,0.0433205043872405,0.0654311937145284,0.0256217420041952,0.0298419129646848,0.0077544206928733,0.0138863695872519,0.0287340459874454,0.162663069022622
bSNP1640,0.0029614103822718,0.677810412343233,0.469813922228295,0.667748768726214,0.599377402434342,0.0161689919388977,-0.0027697133126967,0.64934735564439,0.386758332779329,0.72734903562914,0.44671746555088,0.0042094696886643
bSNP1643,0.0838163059412593,0.0882350160526844,0.0557669154968829,0.0214861965301685,0.0114835105623142,0.780070586539116,0.0516434725063275,0.880347614083562,0.0784236139318332,0.0975516919843315,0.009125807044091,0.814979210482078
bSNP1649,0.0624372803276422,0.0810026930032031,0.0207426853503417,0.0578801674514829,0.019191633722301,0.0091240391200485,0.0541206262651732,0.0844246271180293,-0.0173105412649317,0.0319060911530669,-0.000678868125602472,-0.0050153694155758
bSNP1658,0.887512700687341,0.886567308524618,0.743308526338174,0.886831987000327,0.873936010237234,-0.0188697214135817,0.904706430529132,0.906578137084617,0.896849983084455,0.891901806783646,0.900041159522002,0.0073848596614555
bSNP1665,0.0770490644518816,0.211479068477057,0.21137634255488,0.201659892230885,0.232444569835314,0.0033297698955688,0.0903537793844644,0.136434603789859,0.134774889066368,0.15999159139252,0.200829460155697,0.0174440155707704
bSNP1669,0.0449888765174798,0.0342076117209114,0.0313866604958291,0.0144222436208042,0.0722340105387208,-0.0201763163139729,0.0205170252443429,0.0397544142252326,0.0086162962647009,0.0139350594443277,0.0397698609553051,0.0045009287325664
bSNP1671,0.0370231910875759,0.211699219490221,0.139402970860054,0.132062626881359,0.0283440070383212,-0.0323526042359179,-0.0034471609385333,0.0785029958490045,-0.0117257131833048,0.0235579568407338,-0.000766467646521107,0.0251600354611023
bSNP1674,-0.0545070461186709,0.24473482338569,0.158105688521146,0.24910378303591,0.158887461872176,0.000567240132512303,-0.0707431474593007,0.401971703140077,0.274515149412543,0.390143506497332,0.338192858884023,0.0046500913068768
bSNP1675,0.880075687091655,0.228342111908008,0.163890498125404,0.213583966506414,0.0242407485774112,-0.0308569129076818,0.762521291513523,0.249089183520974,0.150463255793577,0.236794071195913,0.0328726149849835,-0.0063538455462741
bSNP1676,0.0465601530202502,0.0381112520356285,0.0491307029754481,0.0336582601814404,0.0427586316902075,0.018179694244752,0.0444113835070452,0.0320096166634841,0.0347993158982148,0.0290211827047701,0.0479095617102459,-0.0277271142139174
bSNP1677,0.0799552644661969,0.0555335580907128,0.0748645164584664,0.0605964681711888,0.0825809039460973,-0.0265052764772342,0.0399337394483262,0.0452064586158522,0.0307044068002116,0.033325134792094,0.048093045179271,-0.000420874258055148
bSNP1679,0.0197790795988613,0.0354015704884973,0.0187043549688009,0.029773068236084,0.0309782488177667,0.0488357686800925,0.0318568843882552,0.0442678306558894,0.0187370957303163,0.0261673266676248,0.0401829438439585,-0.0015198216708454
bSNP1680,0.0451204032705812,0.0635415862897844,0.0454390299592246,0.0182910924510274,0.0474609798132339,0.034219280541383,0.0463683316674881,0.0531029491080353,0.0314622651098419,0.0210768064545338,0.0562463958105672,0.0107327119734075
bSNP1687,0.35533270362881,0.314602133004181,0.365181272205795,0.492599970565228,-0.0278635258863835,0.0332650508475137,0.871928965625948,0.894123621788459,0.228562366977094,0.835919494454578,0.0325801468436603,-0.0311384396311611
bSNP1698,0.883049276320589,0.0522174909297007,0.0273573551124378,0.0317821445376789,0.0226539572539373,0.0241895451475266,0.916249359928111,0.0236749841755241,0.0110654926018374,0.0082619901472645,0.0297447598172906,-0.0061219198405417
bSNP1700,0.0533930186880267,0.0413748081005216,0.0419425910062778,-0.0015538288063756,0.044416164827334,0.0689933436889752,0.0807553585380547,0.0533693072763301,0.0717243911610813,0.0516548271909279,0.0815090775903735,-0.0170101016682644
bSNP1701,0.168022720684932,0.0537385792872626,0.0764195532916865,0.0647500688404015,0.0678882396701127,0.0504789539043116,0.13084561337063,-0.0032861725049238,0.0131631582878146,0.0339431447225545,0.0647972167344378,0.0034629390742041
bSNP1702,0.007919341889522,0.0107547949915554,0.0232572863802736,0.0165468261575729,0.0051261858662577,0.0444659043691886,-0.0273705189864865,0.0089309826813857,-0.0127250685129645,0.0052017722269631,0.0101592549542304,0.0513306205152803
bSNP1703,0.779274777523226,0.129819669076506,0.143105933123728,0.0467233332511637,0.0581958295169414,-0.0276652023516608,0.892172924305138,0.145692328435468,0.116052924085991,0.0433340051264067,0.0752316508493013,-0.0105149050823403
bSNP1704,0.184401820145009,0.167804701815067,0.204459822715721,0.111220119565898,0.103132769222459,-0.0176960565832811,0.189463494031978,0.188061243496032,0.174101330816152,0.10305504406721,0.0803770080716472,-0.0256262112235812
bSNP1705,0.0450156764747452,0.0366515035149136,0.0644579682757769,0.113243622022931,0.121525163590747,-0.0160982962347939,0.0676149185709917,0.0469415812124881,0.02820959036372,0.127108358864509,0.141291207200843,-0.0114081646828727
bSNP1708,0.0370508599265064,0.0254646468754293,0.0631663556384538,0.0260135864605731,0.0654254832183998,-0.0023942245666268,0.0414007408525967,0.025501681024752,0.034749252740997,0.0137849317251738,0.0485271848285632,-0.0106290261577937
bSNP1709,0.317529008546271,0.0517999847358857,0.0629810146505994,0.0415603373274106,0.084536796415222,0.011913276202325,0.40503376985151,0.0265046784467264,0.0316028207630314,0.0243688022341113,0.0520415441362341,-0.003427023723922
bSNP1710,0.0415021815027248,0.0477948047817917,0.0468280421846059,0.0359647203984363,0.0489363100461092,0.0722924821224292,0.0222065617281724,0.0298051986636322,0.0107362155971308,0.0128101906664446,0.0280855633323143,0.093674801273674
bSNP1711,0.163042807591935,0.0558830743428987,0.0548287324408841,0.0369970392583374,0.055977528221712,0.0026565718631883,0.186155330390615,0.03921949018564,0.0092647351907805,0.0240309562917092,0.0307008624109265,0.008954826826192
bSNP1712,0.0511154412735948,0.045405533168523,0.0604166854426159,0.0530719531358256,0.0613399293801953,-0.000510255645152835,0.0811338673357845,0.0434382743173027,0.0454098400914348,0.0319972473636904,0.0586827504000256,-0.000936186889035628
bSNP1713,0.103980051516984,0.0685123146472531,0.0052634072807192,0.085411782005736,0.121801768057057,-0.0217847473992354,0.0723396557772062,0.133746984416717,0.0086441917734281,0.111126474367176,0.110154171108007,-0.0214316963429241
bSNP1716,0.431705005028093,0.0762925813153782,0.102573076826952,0.0566935574536248,0.0773853833983369,-0.0295967324394985,0.745057977292361,0.0542331171297767,0.0545570230504015,0.0256638882822545,0.0760668531441219,0.0093716290468879
bSNP1717,0.101124305257245,0.861063316319029,0.889511383902618,0.048985368110607,0.100173789756617,0.0124777851190244,0.0783971933973215,0.889593718823634,0.396816589659727,0.0332741333143409,0.0979790453745579,0.0066768615781542
bSNP1721,0.0455709268687704,0.0074595954735167,0.0578801442312157,0.0225257011525228,0.0430956972244553,-0.0161231540472976,0.0787645451089681,0.0571935395226841,0.0869356151936044,0.0394217204127159,0.063075433691337,0.0023558869922527
bSNP1723,0.867756336943961,0.0093081830190865,0.0660856269776052,-0.0058660384718969,0.0674443207744578,-0.0080334152454768,0.882820558352968,0.0109265165265813,0.0576345456419279,-0.0076370345004859,0.0632698279860082,-0.0378710669847675
bSNP1727,0.101045661742119,0.0901827126016876,0.07775562727439,0.0488086713314835,0.0947504082024129,-0.0054742911219876,0.0987777591648384,0.109742010678066,0.054348046180056,8.19428203974181e-05,0.0730564058610075,0.01675468012566
bSNP1728,0.0843057371477228,0.0355701180369285,0.0878417251026599,0.0420325064912783,0.105093177143849,0.0198696618633629,0.060838916289337,0.0264635305945091,0.0478087540414013,-0.006191950017004,0.0568316314174163,-0.0050601864915684
bSNP1733,0.0813800194849472,0.0510744031092976,0.0557733183274409,-0.0170292632936535,0.107003095098479,-0.0201697911903377,0.142947608982152,0.0183350673801941,0.021484845609299,0.0154377875840766,0.023379534655889,0.0154896805562417
bSNP1737,0.330447656735695,0.201233284045319,0.203700593299031,0.0728845508690827,0.0912564640282438,-0.0122471648157744,0.352594569434633,0.809748181103608,0.208435739450054,0.0216004587596695,0.0613997957450459,-0.0141914971041878
